Nama_Produk,Akun,Ulasan,Rate,normalized_Ulasan,cleaned_Ulasan,tokenized_Ulasan,stemmed_Ulasan,final_Ulasan,Sentiment
OPPO F9,Tri,body nya udh lecet ga mulus kaya baru,1.0,Body nya udh lecet ga mulus kaya baru,body nya udh lecet ga mulus kaya baru,"['body', 'nya', 'udh', 'lecet', 'ga', 'mulus', 'kaya', 'baru']","['body', 'nya', 'udh', 'lecet', 'ga', 'mulus', 'kaya', 'baru']","['body', 'udh', 'lecet', 'ga', 'mulus', 'kaya']",Negatif
OPPO F9,A***d,"jangan beli disini, rugi judulnya barang resmi garansi oppo indonesia, harga 2.3 normal ukuran resmi.. yang datang barang distributor yang harganya dibawah 2 jt.. silahkan cek saja review di toko ini barang yang lain,pasti tau gimana toko ini beraksi ...kalau mau beli silahkan uji nyali selebihnya biar gambar yg bicara",1.0,"jangan beli disini, rugi judulnya barang resmi garansi oppo indonesia, harga 2.3 normal ukuran resmi.. yang datang barang distributor yang harganya dibawah 2 jt.. silahkan cek saja review di toko ini barang yang lain,pasti tau gimana toko ini beraksi ...kalau mau beli silahkan uji nyali selebihnya biar gambar yg bicara",jangan beli disini rugi judulnya barang resmi garansi oppo indonesia harga  normal ukuran resmi yang datang barang distributor yang harganya dibawah  jt silahkan cek saja review di toko ini barang yang lainpasti tau gimana toko ini beraksi kalau mau beli silahkan uji nyali selebihnya biar gambar yg bicara,"['jangan', 'beli', 'disini', 'rugi', 'judulnya', 'barang', 'resmi', 'garansi', 'oppo', 'indonesia', 'harga', 'normal', 'ukuran', 'resmi', 'yang', 'datang', 'barang', 'distributor', 'yang', 'harganya', 'dibawah', 'jt', 'silahkan', 'cek', 'saja', 'review', 'di', 'toko', 'ini', 'barang', 'yang', 'lainpasti', 'tau', 'gimana', 'toko', 'ini', 'beraksi', 'kalau', 'mau', 'beli', 'silahkan', 'uji', 'nyali', 'selebihnya', 'biar', 'gambar', 'yg', 'bicara']","['jangan', 'beli', 'sini', 'rugi', 'judul', 'barang', 'resmi', 'garansi', 'oppo', 'indonesia', 'harga', 'normal', 'ukur', 'resmi', 'yang', 'datang', 'barang', 'distributor', 'yang', 'harga', 'bawah', 'jt', 'silah', 'cek', 'saja', 'review', 'di', 'toko', 'ini', 'barang', 'yang', 'lainpasti', 'tau', 'gimana', 'toko', 'ini', 'aksi', 'kalau', 'mau', 'beli', 'silah', 'uji', 'nyali', 'lebih', 'biar', 'gambar', 'yg', 'bicara']","['beli', 'rugi', 'judul', 'barang', 'resmi', 'garansi', 'oppo', 'indonesia', 'harga', 'normal', 'ukur', 'resmi', 'barang', 'distributor', 'harga', 'jt', 'silah', 'cek', 'review', 'toko', 'barang', 'lainpasti', 'tau', 'gimana', 'toko', 'aksi', 'beli', 'silah', 'uji', 'nyali', 'biar', 'gambar', 'bicara']",Negatif
OPPO F9,G***d,oppo f9 kata tukang servisnya refurbish. habis ke tukang servis karna sering mati. yg f9 youth ngecas juga lama bet. minta tuker ga ditanggepin.,2.0,oppo f9 kata tukang servisnya refurbish. habis ke tukang servis karna sering mati. yg f9 youth ngecas juga lama bet. minta tuker ga ditanggepin.,oppo f kata tukang servisnya refurbish habis ke tukang servis karna sering mati yg f youth ngecas juga lama bet minta tuker ga ditanggepin,"['oppo', 'f', 'kata', 'tukang', 'servisnya', 'refurbish', 'habis', 'ke', 'tukang', 'servis', 'karna', 'sering', 'mati', 'yg', 'f', 'youth', 'ngecas', 'juga', 'lama', 'bet', 'minta', 'tuker', 'ga', 'ditanggepin']","['oppo', 'f', 'kata', 'tukang', 'servis', 'refurbish', 'habis', 'ke', 'tukang', 'servis', 'karna', 'sering', 'mati', 'yg', 'f', 'youth', 'ngecas', 'juga', 'lama', 'bet', 'minta', 'tuker', 'ga', 'ditanggepin']","['oppo', 'f', 'tukang', 'servis', 'refurbish', 'habis', 'tukang', 'servis', 'karna', 'mati', 'f', 'youth', 'ngecas', 'bet', 'tuker', 'ga', 'ditanggepin']",Negatif
OPPO F9,arikesi123,"toko tidak bertanggung jawab. barang minus, dia bilang nominus, di chat slow respon, hati hati kalau mau belanja di toko ini awas kena tipu toko tidak rekomendasi",1.0,"Toko tidak bertanggung jawab. Barang minus, dia bilang nominus, Di chat slow respon, Hati hati kalau mau belanja di toko ini AWAS KENA TIPU Toko tidak rekomendasi",toko tidak bertanggung jawab barang minus dia bilang nominus di chat slow respon hati hati kalau mau belanja di toko ini awas kena tipu toko tidak rekomendasi,"['toko', 'tidak', 'bertanggung', 'jawab', 'barang', 'minus', 'dia', 'bilang', 'nominus', 'di', 'chat', 'slow', 'respon', 'hati', 'hati', 'kalau', 'mau', 'belanja', 'di', 'toko', 'ini', 'awas', 'kena', 'tipu', 'toko', 'tidak', 'rekomendasi']","['toko', 'tidak', 'tanggung', 'jawab', 'barang', 'minus', 'dia', 'bilang', 'nominus', 'di', 'chat', 'slow', 'respon', 'hati', 'hati', 'kalau', 'mau', 'belanja', 'di', 'toko', 'ini', 'awas', 'kena', 'tipu', 'toko', 'tidak', 'rekomendasi']","['toko', 'tanggung', 'barang', 'minus', 'bilang', 'nominus', 'chat', 'slow', 'respon', 'hati', 'hati', 'belanja', 'toko', 'awas', 'kena', 'tipu', 'toko', 'rekomendasi']",Negatif
OPPO F9,tj5ub_sjjn,"kualitas packing kurang baik, nggak lengkap juga yg sampe, di keterangan ada hansfree dan sim injektor pas sampe nya ternyata nggak ada, bungkus kurang rapi, pake sampah lagi , ., baru beri penilaian soalnya shoppy nya punya teman .",1.0,"kualitas packing kurang baik, nggak lengkap juga yg sampe, di keterangan ada hansfree dan SIM injektor pas sampe nya ternyata nggak ada, bungkus kurang rapi, pake sampah lagi , ., baru beri penilaian soalnya shoppy nya punya teman .",kualitas packing kurang baik nggak lengkap juga yg sampe di keterangan ada hansfree dan sim injektor pas sampe nya ternyata nggak ada bungkus kurang rapi pake sampah lagi   baru beri penilaian soalnya shoppy nya punya teman ,"['kualitas', 'packing', 'kurang', 'baik', 'nggak', 'lengkap', 'juga', 'yg', 'sampe', 'di', 'keterangan', 'ada', 'hansfree', 'dan', 'sim', 'injektor', 'pas', 'sampe', 'nya', 'ternyata', 'nggak', 'ada', 'bungkus', 'kurang', 'rapi', 'pake', 'sampah', 'lagi', 'baru', 'beri', 'penilaian', 'soalnya', 'shoppy', 'nya', 'punya', 'teman']","['kualitas', 'packing', 'kurang', 'baik', 'nggak', 'lengkap', 'juga', 'yg', 'sampe', 'di', 'terang', 'ada', 'hansfree', 'dan', 'sim', 'injektor', 'pas', 'sampe', 'nya', 'nyata', 'nggak', 'ada', 'bungkus', 'kurang', 'rapi', 'pake', 'sampah', 'lagi', 'baru', 'beri', 'nilai', 'soal', 'shoppy', 'nya', 'punya', 'teman']","['kualitas', 'nggak', 'lengkap', 'sampe', 'terang', 'hansfree', 'sim', 'injektor', 'pas', 'sampe', 'nyata', 'nggak', 'bungkus', 'rapi', 'pake', 'sampah', 'nilai', 'shoppy', 'teman']",Negatif
OPPO F9,r*****0,mohon penjual ini diblok sja karna mengirimkan barang tidak baik,1.0,Mohon penjual ini diblok sja karna mengirimkan barang tidak baik,mohon penjual ini diblok sja karna mengirimkan barang tidak baik,"['mohon', 'penjual', 'ini', 'diblok', 'sja', 'karna', 'mengirimkan', 'barang', 'tidak', 'baik']","['mohon', 'jual', 'ini', 'blok', 'sja', 'karna', 'kirim', 'barang', 'tidak', 'baik']","['mohon', 'jual', 'blok', 'sja', 'karna', 'kirim', 'barang']",Negatif
OPPO F9,zauqiachmad,respon penjual tolong di tingkatkan kembali..sangat slow respon,1.0,Respon penjual tolong di tingkatkan kembali..sangat slow respon,respon penjual tolong di tingkatkan kembalisangat slow respon,"['respon', 'penjual', 'tolong', 'di', 'tingkatkan', 'kembalisangat', 'slow', 'respon']","['respon', 'jual', 'tolong', 'di', 'tingkat', 'kembalisangat', 'slow', 'respon']","['respon', 'jual', 'tolong', 'tingkat', 'kembalisangat', 'slow', 'respon']",Negatif
OPPO F11,Deni,imei tidak terdaftar di kemenperin hp bekas kyaknya yang di kasih atau jual kesaya payah nih tokonya parah,1.0,imei tidak terdaftar di kemenperin HP bekas kyaknya yang di kasih atau jual kesaya payah nih tokonya parah,imei tidak terdaftar di kemenperin hp bekas kyaknya yang di kasih atau jual kesaya payah nih tokonya parah,"['imei', 'tidak', 'terdaftar', 'di', 'kemenperin', 'hp', 'bekas', 'kyaknya', 'yang', 'di', 'kasih', 'atau', 'jual', 'kesaya', 'payah', 'nih', 'tokonya', 'parah']","['imei', 'tidak', 'daftar', 'di', 'kemenperin', 'hp', 'bekas', 'kyaknya', 'yang', 'di', 'kasih', 'atau', 'jual', 'saya', 'payah', 'nih', 'toko', 'parah']","['imei', 'daftar', 'kemenperin', 'hp', 'bekas', 'kyaknya', 'kasih', 'jual', 'payah', 'nih', 'toko', 'parah']",Negatif
OPPO F11,maya,"kualitas barang bermasalah, pengiriman lama",1.0,"Kualitas barang bermasalah, Pengiriman lama",kualitas barang bermasalah pengiriman lama,"['kualitas', 'barang', 'bermasalah', 'pengiriman', 'lama']","['kualitas', 'barang', 'masalah', 'kirim', 'lama']","['kualitas', 'barang', 'kirim']",Negatif
OPPO F11,F***l,"oppo f11 4/128 wifi nya lemah , harus jarak dekat",2.0,"Oppo F11 4/128 Wifi nya lemah , harus jarak dekat",oppo f  wifi nya lemah  harus jarak dekat,"['oppo', 'f', 'wifi', 'nya', 'lemah', 'harus', 'jarak', 'dekat']","['oppo', 'f', 'wifi', 'nya', 'lemah', 'harus', 'jarak', 'dekat']","['oppo', 'f', 'wifi', 'lemah', 'jarak']",Negatif
OPPO F11,P***a,layar ngangkat baru dipakai 2 hari,2.0,Layar ngangkat baru dipakai 2 hari,layar ngangkat baru dipakai  hari,"['layar', 'ngangkat', 'baru', 'dipakai', 'hari']","['layar', 'ngangkat', 'baru', 'pakai', 'hari']","['layar', 'ngangkat', 'pakai']",Negatif
OPPO F11,Sylvia,"ternyata barang repack bukan baru. handphone sih mulus kayak baru cuma packaging gak bisa ditipu. untungnya toped bisa menyelesaikan komplain dengan baik jadi uang kembali setelah barang dikirim balik ke penjual. deskripsi barang menyesatkan (barang baru, garansi padahal hmmm).",1.0,"Ternyata barang repack bukan baru. Handphone sih mulus kayak baru cuma packaging gak bisa ditipu. Untungnya toped bisa menyelesaikan komplain dengan baik jadi uang kembali setelah barang dikirim balik ke penjual. Deskripsi barang menyesatkan (barang baru, garansi padahal hmmm).",ternyata barang repack bukan baru handphone sih mulus kayak baru cuma packaging gak bisa ditipu untungnya toped bisa menyelesaikan komplain dengan baik jadi uang kembali setelah barang dikirim balik ke penjual deskripsi barang menyesatkan barang baru garansi padahal hmmm,"['ternyata', 'barang', 'repack', 'bukan', 'baru', 'handphone', 'sih', 'mulus', 'kayak', 'baru', 'cuma', 'packaging', 'gak', 'bisa', 'ditipu', 'untungnya', 'toped', 'bisa', 'menyelesaikan', 'komplain', 'dengan', 'baik', 'jadi', 'uang', 'kembali', 'setelah', 'barang', 'dikirim', 'balik', 'ke', 'penjual', 'deskripsi', 'barang', 'menyesatkan', 'barang', 'baru', 'garansi', 'padahal', 'hmmm']","['nyata', 'barang', 'repack', 'bukan', 'baru', 'handphone', 'sih', 'mulus', 'kayak', 'baru', 'cuma', 'packaging', 'gak', 'bisa', 'tipu', 'untung', 'toped', 'bisa', 'selesai', 'komplain', 'dengan', 'baik', 'jadi', 'uang', 'kembali', 'telah', 'barang', 'kirim', 'balik', 'ke', 'jual', 'deskripsi', 'barang', 'sesat', 'barang', 'baru', 'garansi', 'padahal', 'hmmm']","['nyata', 'barang', 'handphone', 'sih', 'mulus', 'kayak', 'packaging', 'tipu', 'untung', 'toped', 'selesai', 'komplain', 'uang', 'barang', 'kirim', 'jual', 'deskripsi', 'barang', 'sesat', 'barang', 'garansi', 'hmmm']",Negatif
OPPO F11,Slamet,saya tidak terima barangnya tp di bilang sudah dikirim,1.0,Saya tidak terima barangnya tapi di bilang sudah dikirim,saya tidak terima barangnya tapi di bilang sudah dikirim,"['saya', 'tidak', 'terima', 'barangnya', 'tapi', 'di', 'bilang', 'sudah', 'dikirim']","['saya', 'tidak', 'terima', 'barang', 'tapi', 'di', 'bilang', 'sudah', 'kirim']","['terima', 'barang', 'bilang', 'kirim']",Negatif
OPPO F11,c***y,"warna hp yang dikirim tidak sesuai dengan permintaan.. penjual kurang teliti dalam membaca pesanan. warna ga suka yang dikirim padahal sudah di chat sebelumnya dan bilang ada stoknya, ternyata yang dikirim tidak sesuai",2.0,"Warna HP yang dikirim tidak sesuai dengan permintaan.. penjual kurang teliti dalam membaca pesanan. Warna ga suka yang dikirim padahal sudah di chat sebelumnya dan bilang ada stoknya, ternyata yang dikirim tidak sesuai",warna hp yang dikirim tidak sesuai dengan permintaan penjual kurang teliti dalam membaca pesanan warna ga suka yang dikirim padahal sudah di chat sebelumnya dan bilang ada stoknya ternyata yang dikirim tidak sesuai,"['warna', 'hp', 'yang', 'dikirim', 'tidak', 'sesuai', 'dengan', 'permintaan', 'penjual', 'kurang', 'teliti', 'dalam', 'membaca', 'pesanan', 'warna', 'ga', 'suka', 'yang', 'dikirim', 'padahal', 'sudah', 'di', 'chat', 'sebelumnya', 'dan', 'bilang', 'ada', 'stoknya', 'ternyata', 'yang', 'dikirim', 'tidak', 'sesuai']","['warna', 'hp', 'yang', 'kirim', 'tidak', 'sesuai', 'dengan', 'minta', 'jual', 'kurang', 'teliti', 'dalam', 'baca', 'pesan', 'warna', 'ga', 'suka', 'yang', 'kirim', 'padahal', 'sudah', 'di', 'chat', 'belum', 'dan', 'bilang', 'ada', 'stok', 'nyata', 'yang', 'kirim', 'tidak', 'sesuai']","['warna', 'hp', 'kirim', 'sesuai', 'jual', 'teliti', 'baca', 'pesan', 'warna', 'ga', 'suka', 'kirim', 'chat', 'bilang', 'stok', 'nyata', 'kirim', 'sesuai']",Negatif
OPPO F11,Sartono,kapok blnja lagi ditoko ini,1.0,Kapok blnja lagi ditoko ini,kapok blnja lagi ditoko ini,"['kapok', 'blnja', 'lagi', 'ditoko', 'ini']","['kapok', 'blnja', 'lagi', 'toko', 'ini']","['kapok', 'blnja', 'toko']",Negatif
OPPO F11,septian231,saran saya jangan belanja di toko ini karna ternyata hp nya oprekan juga bongkaran imei aja udah beda tidak bisa login wa karna prangkat sudah oprekan,1.0,Saran saya jangan belanja di toko ini karna ternyata hp nya oprekan juga bongkaran imei aja udah beda tidak bisa login WA karna prangkat sudah oprekan,saran saya jangan belanja di toko ini karna ternyata hp nya oprekan juga bongkaran imei aja udah beda tidak bisa login wa karna prangkat sudah oprekan,"['saran', 'saya', 'jangan', 'belanja', 'di', 'toko', 'ini', 'karna', 'ternyata', 'hp', 'nya', 'oprekan', 'juga', 'bongkaran', 'imei', 'aja', 'udah', 'beda', 'tidak', 'bisa', 'login', 'wa', 'karna', 'prangkat', 'sudah', 'oprekan']","['saran', 'saya', 'jangan', 'belanja', 'di', 'toko', 'ini', 'karna', 'nyata', 'hp', 'nya', 'oprekan', 'juga', 'bongkar', 'imei', 'aja', 'udah', 'beda', 'tidak', 'bisa', 'login', 'wa', 'karna', 'prangkat', 'sudah', 'oprekan']","['saran', 'belanja', 'toko', 'karna', 'nyata', 'hp', 'oprekan', 'bongkar', 'imei', 'aja', 'udah', 'beda', 'login', 'wa', 'karna', 'prangkat', 'oprekan']",Negatif
OPPO F11,condorhero871,"backdoor ngangkat bos,gatau ini pernah di servis apa gimana",2.0,"Backdoor ngangkat bos,gatau ini pernah di servis apa gimana",backdoor ngangkat bosgatau ini pernah di servis apa gimana,"['backdoor', 'ngangkat', 'bosgatau', 'ini', 'pernah', 'di', 'servis', 'apa', 'gimana']","['backdoor', 'ngangkat', 'bosgatau', 'ini', 'pernah', 'di', 'servis', 'apa', 'gimana']","['backdoor', 'ngangkat', 'bosgatau', 'servis', 'gimana']",Negatif
OPPO A17K,ujangdochi,ga dapat pala casan,1.0,ga dapat pala casan,ga dapat pala casan,"['ga', 'dapat', 'pala', 'casan']","['ga', 'dapat', 'pala', 'cas']","['ga', 'pala', 'cas']",Negatif
OPPO A17K,aefrochmat,long lah psen wrna ap d krim wrna ap.. pdhal udh d chat juga ktay redy.. hmmm,2.0,long lah psen wrna ap d krim wrna ap.. pdhal udh d chat juga ktay redy.. hmmm,long lah psen wrna ap d krim wrna ap pdhal udh d chat juga ktay redy hmmm,"['long', 'lah', 'psen', 'wrna', 'ap', 'd', 'krim', 'wrna', 'ap', 'pdhal', 'udh', 'd', 'chat', 'juga', 'ktay', 'redy', 'hmmm']","['long', 'lah', 'psen', 'wrna', 'ap', 'd', 'krim', 'wrna', 'ap', 'pdhal', 'udh', 'd', 'chat', 'juga', 'ktay', 'redy', 'hmmm']","['long', 'psen', 'wrna', 'ap', 'd', 'krim', 'wrna', 'ap', 'pdhal', 'udh', 'd', 'chat', 'ktay', 'redy', 'hmmm']",Negatif
OPPO A17K,m*****a,ini di krim hp bekas. di suruh retur tapi gak di respon balik sebaiknya hati² kalau mau beli soalnya terlalu murah harganya. dus nya bekas dan charger nya juga yg g ori d krim 😭😭😭😭,1.0,Ini di krim hp bekas. Di suruh retur tapi gak di respon balik Sebaiknya hati² kalau mau beli soalnya terlalu murah harganya. Dus nya bekas dan charger nya juga yg g ORI d krim 😭😭😭😭,ini di krim hp bekas di suruh retur tapi gak di respon balik sebaiknya hati² kalau mau beli soalnya terlalu murah harganya dus nya bekas dan charger nya juga yg g ori d krim ,"['ini', 'di', 'krim', 'hp', 'bekas', 'di', 'suruh', 'retur', 'tapi', 'gak', 'di', 'respon', 'balik', 'sebaiknya', 'hati²', 'kalau', 'mau', 'beli', 'soalnya', 'terlalu', 'murah', 'harganya', 'dus', 'nya', 'bekas', 'dan', 'charger', 'nya', 'juga', 'yg', 'g', 'ori', 'd', 'krim']","['ini', 'di', 'krim', 'hp', 'bekas', 'di', 'suruh', 'retur', 'tapi', 'gak', 'di', 'respon', 'balik', 'baik', 'hati', 'kalau', 'mau', 'beli', 'soal', 'terlalu', 'murah', 'harga', 'dus', 'nya', 'bekas', 'dan', 'charger', 'nya', 'juga', 'yg', 'g', 'ori', 'd', 'krim']","['krim', 'hp', 'bekas', 'suruh', 'retur', 'respon', 'hati', 'beli', 'murah', 'harga', 'dus', 'bekas', 'charger', 'g', 'ori', 'd', 'krim']",Negatif
OPPO A17K,radianti66,lecet dibagian colokan sama banyak goresan di belakang hp,1.0,lecet dibagian colokan sama banyak goresan di belakang hp,lecet dibagian colokan sama banyak goresan di belakang hp,"['lecet', 'dibagian', 'colokan', 'sama', 'banyak', 'goresan', 'di', 'belakang', 'hp']","['lecet', 'bagi', 'colok', 'sama', 'banyak', 'gores', 'di', 'belakang', 'hp']","['lecet', 'colok', 'gores', 'hp']",Negatif
OPPO A17K,suharman18,kecewa banget sama penjual nya karna gak kasih tau kalok hp nya lecet banyak alhasil gk bisa di jual karna yg pesan gak mau ambil ntah aku harus apain hp nya,1.0,Kecewa banget sama penjual nya karna gak kasih tau kalok HP nya lecet banyak alhasil gk bisa di jual karna yg pesan gak mau ambil ntah aku harus apain HP nya,kecewa banget sama penjual nya karna gak kasih tau kalok hp nya lecet banyak alhasil gk bisa di jual karna yg pesan gak mau ambil ntah aku harus apain hp nya,"['kecewa', 'banget', 'sama', 'penjual', 'nya', 'karna', 'gak', 'kasih', 'tau', 'kalok', 'hp', 'nya', 'lecet', 'banyak', 'alhasil', 'gk', 'bisa', 'di', 'jual', 'karna', 'yg', 'pesan', 'gak', 'mau', 'ambil', 'ntah', 'aku', 'harus', 'apain', 'hp', 'nya']","['kecewa', 'banget', 'sama', 'jual', 'nya', 'karna', 'gak', 'kasih', 'tau', 'kalok', 'hp', 'nya', 'lecet', 'banyak', 'alhasil', 'gk', 'bisa', 'di', 'jual', 'karna', 'yg', 'pesan', 'gak', 'mau', 'ambil', 'ntah', 'aku', 'harus', 'apain', 'hp', 'nya']","['kecewa', 'banget', 'jual', 'karna', 'kasih', 'tau', 'kalok', 'hp', 'lecet', 'alhasil', 'jual', 'karna', 'pesan', 'ambil', 'ntah', 'apain', 'hp']",Negatif
OPPO A17K,millaindriy,ntah lah ga ngerti lagi,1.0,Ntah lah ga ngerti lagi,ntah lah ga ngerti lagi,"['ntah', 'lah', 'ga', 'ngerti', 'lagi']","['ntah', 'lah', 'ga', 'ngerti', 'lagi']","['ntah', 'ga', 'ngerti']",Negatif
OPPO A17K,herlina.permata02,"awal dateng pas di unboxing hp keliatan nya aman2 aja eh dapet beberapa hari eh kamera nya malah ga berfungsi, udah dibuat mondar mandir ke oppo center sampe skrang tuh hp blm bner2 karena barang nya masih belum ready juga😌 mana suami butuh buat ngojek lagi hadeh😌",1.0,"Awal dateng pas di unboxing hp keliatan nya aman2 aja eh dapet beberapa hari eh kamera nya malah ga berfungsi, Udah dibuat mondar mandir ke oppo center sampe skrang tuh hp blm bner2 karena barang nya masih belum ready juga😌 Mana suami butuh buat ngojek lagi hadeh😌",awal dateng pas di unboxing hp keliatan nya aman aja eh dapet beberapa hari eh kamera nya malah ga berfungsi udah dibuat mondar mandir ke oppo center sampe skrang tuh hp blm bner karena barang nya masih belum ready juga mana suami butuh buat ngojek lagi hadeh,"['awal', 'dateng', 'pas', 'di', 'unboxing', 'hp', 'keliatan', 'nya', 'aman', 'aja', 'eh', 'dapet', 'beberapa', 'hari', 'eh', 'kamera', 'nya', 'malah', 'ga', 'berfungsi', 'udah', 'dibuat', 'mondar', 'mandir', 'ke', 'oppo', 'center', 'sampe', 'skrang', 'tuh', 'hp', 'blm', 'bner', 'karena', 'barang', 'nya', 'masih', 'belum', 'ready', 'juga', 'mana', 'suami', 'butuh', 'buat', 'ngojek', 'lagi', 'hadeh']","['awal', 'dateng', 'pas', 'di', 'unboxing', 'hp', 'liat', 'nya', 'aman', 'aja', 'eh', 'dapet', 'beberapa', 'hari', 'eh', 'kamera', 'nya', 'malah', 'ga', 'fungsi', 'udah', 'buat', 'mondar', 'mandir', 'ke', 'oppo', 'center', 'sampe', 'skrang', 'tuh', 'hp', 'blm', 'bner', 'karena', 'barang', 'nya', 'masih', 'belum', 'ready', 'juga', 'mana', 'suami', 'butuh', 'buat', 'ngojek', 'lagi', 'hadeh']","['dateng', 'pas', 'unboxing', 'hp', 'liat', 'aman', 'aja', 'eh', 'dapet', 'eh', 'kamera', 'ga', 'fungsi', 'udah', 'mondar', 'mandir', 'oppo', 'center', 'sampe', 'skrang', 'tuh', 'hp', 'blm', 'bner', 'barang', 'ready', 'suami', 'butuh', 'ngojek', 'hadeh']",Negatif
OPPO RENO 11,g*****_,"pengemasan buruk banget cuman di lapisi bubble wrap 1 lembar doank padahal tau ini hp dari jakarta ke madura dan di setiap jasa kirim pasti di lempar2 ini jaraknya jauh ya kenapa gak di lapisi bubble wrap seenggaknya 2 lapis ato bisa lebih banyak lagi ini malahan bubble wrapnya satu lapis doank dan gak cover semua dus box hp, kecewa si sm pelayanan packing oppo indonesia jelek banget, yg tempatnya jauh mending mikir lagi deh kalo mau co di sini buruk banget pengemasan.nya.....",1.0,"Pengemasan buruk banget cuman di lapisi bubble wrap 1 lembar doank padahal tau ini hp dari jakarta ke Madura dan di setiap jasa kirim pasti di lempar2 ini jaraknya jauh ya kenapa gak di lapisi bubble wrap seenggaknya 2 lapis ato bisa lebih banyak lagi ini malahan bubble wrapnya satu lapis doank dan gak cover semua dus box HP, kecewa si SM pelayanan packing OPPO INDONESIA jelek banget, yg tempatnya jauh mending mikir lagi deh kalo mau CO di Sini buruk banget pengemasan.nya.....",pengemasan buruk banget cuman di lapisi bubble wrap  lembar doank padahal tau ini hp dari jakarta ke madura dan di setiap jasa kirim pasti di lempar ini jaraknya jauh ya kenapa gak di lapisi bubble wrap seenggaknya  lapis ato bisa lebih banyak lagi ini malahan bubble wrapnya satu lapis doank dan gak cover semua dus box hp kecewa si sm pelayanan packing oppo indonesia jelek banget yg tempatnya jauh mending mikir lagi deh kalo mau co di sini buruk banget pengemasannya,"['pengemasan', 'buruk', 'banget', 'cuman', 'di', 'lapisi', 'bubble', 'wrap', 'lembar', 'doank', 'padahal', 'tau', 'ini', 'hp', 'dari', 'jakarta', 'ke', 'madura', 'dan', 'di', 'setiap', 'jasa', 'kirim', 'pasti', 'di', 'lempar', 'ini', 'jaraknya', 'jauh', 'ya', 'kenapa', 'gak', 'di', 'lapisi', 'bubble', 'wrap', 'seenggaknya', 'lapis', 'ato', 'bisa', 'lebih', 'banyak', 'lagi', 'ini', 'malahan', 'bubble', 'wrapnya', 'satu', 'lapis', 'doank', 'dan', 'gak', 'cover', 'semua', 'dus', 'box', 'hp', 'kecewa', 'si', 'sm', 'pelayanan', 'packing', 'oppo', 'indonesia', 'jelek', 'banget', 'yg', 'tempatnya', 'jauh', 'mending', 'mikir', 'lagi', 'deh', 'kalo', 'mau', 'co', 'di', 'sini', 'buruk', 'banget', 'pengemasannya']","['emas', 'buruk', 'banget', 'cuman', 'di', 'lapis', 'bubble', 'wrap', 'lembar', 'doank', 'padahal', 'tau', 'ini', 'hp', 'dari', 'jakarta', 'ke', 'madura', 'dan', 'di', 'tiap', 'jasa', 'kirim', 'pasti', 'di', 'lempar', 'ini', 'jarak', 'jauh', 'ya', 'kenapa', 'gak', 'di', 'lapis', 'bubble', 'wrap', 'enggak', 'lapis', 'ato', 'bisa', 'lebih', 'banyak', 'lagi', 'ini', 'malah', 'bubble', 'wrapnya', 'satu', 'lapis', 'doank', 'dan', 'gak', 'cover', 'semua', 'dus', 'box', 'hp', 'kecewa', 'si', 'sm', 'layan', 'packing', 'oppo', 'indonesia', 'jelek', 'banget', 'yg', 'tempat', 'jauh', 'mending', 'mikir', 'lagi', 'deh', 'kalo', 'mau', 'co', 'di', 'sini', 'buruk', 'banget', 'emas']","['emas', 'buruk', 'banget', 'cuman', 'lapis', 'bubble', 'wrap', 'lembar', 'doank', 'tau', 'hp', 'jakarta', 'madura', 'jasa', 'kirim', 'lempar', 'jarak', 'lapis', 'bubble', 'wrap', 'lapis', 'ato', 'bubble', 'wrapnya', 'lapis', 'doank', 'cover', 'dus', 'box', 'hp', 'kecewa', 'sm', 'layan', 'oppo', 'indonesia', 'jelek', 'banget', 'mending', 'mikir', 'deh', 'kalo', 'co', 'buruk', 'banget', 'emas']",Negatif
